,Unnamed: 0,price
0,0,749.0
1,1,798.0
2,2,598.0
3,3,10990.0
4,4,899.0
5,5,699.0
6,6,999.0
7,7,699.0
8,8,4482.0
9,9,2999.0
10,10,4999.0
11,11,799.0
12,12,999.0
13,13,999.0
14,14,1099.0
15,15,749.0
16,16,5615.0
17,17,749.0
18,18,999.0
19,19,999.0
20,20,1999.0
21,21,599.0
22,22,999.0
23,23,499.0
24,24,1999.0
25,25,541.0
26,26,1999.0
27,27,1199.0
