,Unnamed: 0,price
0,0,39490.0
1,1,28490.0
2,2,29490.0
3,3,10949.0
4,4,39490.0
5,5,32490.0
6,6,36990.0
7,7,37490.0
8,8,28999.0
9,9,15999.0
10,10,12274.0
11,11,53990.0
12,12,18490.0
13,13,13449.0
14,14,47990.0
15,15,114990.0
16,16,21999.0
17,17,24999.0
18,18,28999.0
