,Unnamed: 0,price
0,0,53990.0
1,1,44490.0
2,2,42999.0
3,3,57990.0
4,4,64990.0
5,5,63990.0
6,6,51990.0
7,7,28490.0
8,8,28490.0
9,9,37490.0
10,10,44990.0
11,11,29990.0
12,12,30490.0
13,13,54990.0
14,14,57990.0
15,15,44750.0
16,16,63990.0
17,17,53599.0
18,18,33270.0
19,19,27990.0
20,20,103890.0
21,21,32924.0
22,22,23990.0
23,23,23990.0
24,24,26990.0
25,25,45490.0
26,26,26990.0
27,27,27990.0
28,28,29990.0
29,29,33270.0
30,30,64990.0
